product_id,ip,url
92367,90.197.168.61,https://www.glamira.co.uk/glamira-ring-roselina-1.0-crt.html?stone2=diamond-Swarovsky&alloy=white-silber&diamond=peridot&gclid=CjwKCAjwt-L2BRA_EiwAacX32dKfcmFs3nj2-xA8A2Y5wKOc40UKPxoLoLINB7f8vFncPJ_-DCqAJRoCAeAQAvD_BwE
110584,78.128.34.115,https://www.glamira.bg/glamira-earring-corliss.html?alloy=white-585&diamond=diamond-Swarovsky&stone2=diamond-sapphire
109432,195.166.116.237,https://www.glamira.co.uk/glamira-ring-jensine.html?alloy=white-585&diamond=diamond-Brillant&stone2=diamond-Brillant
102107,185.157.29.10,https://www.glamira.de/glamira-bracelet-fabiolita.html?diamond=diamond-sapphire&alloy=white-375
92485,2.100.243.133,https://www.glamira.co.uk/glamira-pendant-elsie.html?alloy=red_white-585&diamond=diamond-Brillant&gclid=CjwKCAjwt-L2BRA_EiwAacX32QEw94og_SEuGDmeuB5Rj9xo-wOa0r2GI1yYEW3c0rORgmPwpJC2XhoC6q0QAvD_BwE
96566,173.252.95.18,https://www.glamira.se/herring-bright-love-6-mm.html?fbclid=IwAR0M06LS5tQuJN6jqiseLZhBmq-MdubOMGilNKCuAUDJaWkJDjkNhzi2znw&alloy=white-585
96422,31.13.127.116,https://www.glamira.com.tr/kadin-yuzuk-white-macig-5-mm.html?alloy=yellow_white-585&stone=diamond-Brillant&fbclid=IwAR2UyV0B_zdTl8x-BqiBGROWyOD_kPRzWwMRoC23V97n81-iSGp-tZSqiSI
92278,31.13.115.18,https://www.glamira.co.uk/glamira-ring-anni.html?stone3=diamond-Swarovsky&fbclid=IwAR3gGK4I-seRK7-D1pE2YLzhkjiHUo873HnMopLkVmEGOIMtessw0kxn1GA
91041,124.189.202.176,https://www.glamira.com.au/checkout/cart/configure/id/2253989/
101872,1.158.190.160,https://www.glamira.com.au/glamira-ring-mauriya.html?alloy=red_white-585
89593,154.74.132.106,https://www.glamira.com.tr/glamira-yuzuk-final-round.html?alloy=white-silber&diamond=diamond-Brillant
96448,151.69.21.49,https://www.glamira.it/glamira-ring-sunita.html?alloy=white_red-750&diamond=pinksapphire
84838,151.230.116.147,https://www.glamira.co.uk/glamira-ring-saphira-skug100335.html?alloy=white-375&diamond=sapphire&stone2=diamond-Brillant
96530,90.180.31.184,https://www.glamira.cz/bright-nature-2-mm.html?alloy=white-585&stone=diamond-Zirconia
92291,99.231.18.190,https://www.glamira.ca/glamira-ring-brianna.html?alloy=red-585&diamond=diamond-Brillant&stone2=diamond-Brillant&itm_source=recommendation&itm_medium=sorting
100016,172.58.191.164,https://www.glamira.com/glamira-ring-reyneke.html?alloy=red_white-585&diamond=diamond-sapphire&stone2=diamond-Brillant
96616,90.61.120.163,https://www.glamira.fr/glamira-ring-cannoli.html?alloy=white-585&diamond=diamond-Brillant&stone2=diamond-Swarovsky&stone3=diamond-Brillant
101994,178.247.24.206,https://www.glamira.com.tr/glamira-ring-jenita.html?alloy=white-585&diamond=blackdiamond&stone2=diamond-Brillant
98262,78.180.53.128,https://www.glamira.co.uk/glamira-ring-bona.html?alloy=yellow-750&diamond=kunzite
96954,173.252.95.9,https://www.glamira.be/exotic-milkway-6mm.html?itm_source=recommendation&itm_medium=sorting&stone=diamond-Brillant&fbclid=IwAR1s3gNJdIKi4CQkX4w83m-DhdUnv0ZMuD8tfsRPsKRPhzCkqxV6zCuG08s&alloy=white_red-585
103958,31.13.115.1,https://www.glamira.sk/glamira-pendant-sinobia.html?fbclid=IwAR1qsXWns_7BtKVb3yWJVKk1BOdW1NK0JISJyYgP0sxAJCqMQB47CsQMSSg
91064,173.252.127.17,https://www.glamira.de/glamira-ring-alfrida-0.5-crt.html?fbclid=IwAR2bUnqCPSv0xaMSmZwxP_PZ1N1dlf8zW3r2pZ_btlICwkE_lBATEJL4Hzk
103149,31.13.127.18,https://www.glamira.es/glamira-ring-malgosia.html?fbclid=IwAR2kT5cVRB39Lw5YN2Aj4gXrZLOexCWxnbwBuKyH2VCQO59wgh9WA02STlE
108850,69.171.251.14,https://www.glamira.cz/shining-fortune-8-mm.html?keyword&matchtype&fbclid=IwAR2pPh0CTB0rTcqtKnNup-pOhfeA9mdiQun9Azxcw855oyqkTWqB0of3nPw&alloy=red-585
98369,31.13.127.21,https://www.glamira.sk/glamira-ring-loredana.html?fbclid=IwAR3tYuppwkSiVuNwb3hRL9GM6WZ10iJuz7rpi7w0WqHLMnPr_BGSof2hmfk
102484,213.144.232.68,https://www.glamira.nl/glamira-bracelet-tanel.html?alloy=white_red-375&diamond=diamond-Brillant&gclid=CjwKCAjwt-L2BRA_EiwAacX32WKvi0iyBMyLY7qA1q9mlT_rI-9UAgHFMk1mXk2sRahl7S6uulicHBoCtREQAvD_BwE
101312,173.252.95.27,https://www.glamira.it/glamira-ring-aljerino.html?fbclid=IwAR0ez7N7utMV2rpIIdlwdsxRWqNEayoCwGTy7IAnKR3kiw-zPf5GJC6CsoQ
84879,69.171.251.5,https://www.glamira.hu/glamira-gyemant-gyuru-amalia-skug100150.html?fbclid=IwAR1JGagt1A5q4UNNpfYDh1oMuLskDwvzaAaix4FacU72W4uYQijXbpoL0jU
110387,81.132.163.249,https://www.glamira.co.uk/glamira-pendant-balfour.html?alloy=yellow-585&diamond=diamond-Swarovsky&stone2=diamond-sapphire
89602,92.9.49.201,https://www.glamira.co.uk/glamira-ring-no-rush.html?alloy=white-silber&diamond=emerald&gclid=CjwKCAjw8df2BRA3EiwAvfZWaI9p-3QNZU8JUOeFF_XKnuE3yTp5V3SUCrAuAu1vo7BFZOc_dBXiQRoC3v8QAvD_BwE
84776,121.7.100.245,https://www.glamira.sg/glamira-ring-jessica-skug100680.html?diamond=diamond-sapphire&alloy=red_white-585
106239,176.88.47.170,https://www.glamira.md/strong-love-5-mm.html?alloy=red-375&stone=diamond-Zirconia
98787,31.13.115.7,https://www.glamira.co.uk/men-s-ring-pure-love-6-mm.html?fbclid=IwAR3sOrB7hxvS29UIAPm8hDeIBy9T7laPE-_LBCnLWQ6_Kf6xshCok8StGVY&alloy=white_yellow-585
104172,31.13.115.6,https://www.glamira.com.tr/glamira-ring-gerlindis.html?diamond=fire-opal&alloy=white-palladium&fbclid=IwAR04iNk2oujxWf-KG83AlXewwgTNCVGZVvNttvkixx5NUwxzpvHKM6TtVDA
90419,217.163.64.14,https://www.glamira.co.uk/glamira-pendant-despina.html?alloy=yellow_white-585&diamond=diamond-Brillant
109652,77.16.76.55,https://www.glamira.no/glamira-pendant-harvey.html?alloy=white-silber&diamond=green-amethyst&stone2=diamond-Swarovsky&stone3=diamond-Swarovsky
102106,185.157.29.10,https://www.glamira.de/glamira-bracelet-ezira.html?diamond=diamond-sapphire&alloy=white-375
101332,173.252.95.28,https://www.glamira.de/glamira-ring-fernando.html?fbclid=IwAR14gLxThR0sKmORd4kcJ2iLsAOy9AH5-0w1WRMlDQju4zx95NTqvtjuWPU
93240,91.255.212.5,https://www.glamira.it/classic-glow-2mm.html?alloy=red-375&stone=diamond-Brillant
96049,77.119.131.0,https://www.glamira.at/damenring-alluring-spring-4-mm.html?alloy=white-585&stone=diamond-Brillant
89592,31.13.115.120,https://www.glamira.fr/glamira-bagues-cool-breeze.html?alloy=white-750&diamond=ruby&synthetic=labruby&fbclid=IwAR2-2xQqZ_VzY0FtyMWW7Z0F-YPspIVOL0TP-X5zMJt_y6O322hxTIooM-U
89607,173.252.95.3,https://www.glamira.it/glamira-anelli-ramses.html?fbclid=IwAR0rT4QJYKx9YILiQrPtTf1zvow8bicDyi4e1eG0fgRXJiZX5H1T0qiGdIc
90475,173.252.95.118,https://www.glamira.co.uk/men-s-ring-celtic-way.html?campaignid=1492025010&fbclid=IwAR1CnCWovanKL2_bdCoS7yOQ12Kc7eVjB_y4toSm3-hp2Xi4jjTHwuYERus&alloy=white_yellow-585
89454,124.189.45.215,https://www.glamira.com.au/glamira-ring-pamela.html?alloy=white-585&diamond=diamond-Brillant
110560,78.180.53.128,https://www.glamira.co.uk/glamira-ring-bona-1.0-crt.html?alloy=yellow-750&diamond=kunzite
102509,87.123.196.214,https://www.glamira.de/glamira-ring-oiffe.html?alloy=red-585&diamond=diamond-Swarovsky&stone2=diamond-sapphire
102002,188.57.14.121,https://www.glamira.com.tr/glamira-ring-loronda.html?alloy=white-585&diamond=diamond-Brillant&stone2=diamond-Brillant
100932,173.252.127.6,https://www.glamira.ch/glamira-bracelet-cherise.html?alloy=white_red-375&fbclid=IwAR3TSMDSivx5zb6otIL1k6yZId_Xt7xYP4UqtcYN2pMKlIiG-3vJ8c__sXo
85809,31.13.127.21,https://www.glamira.de/glamira-halsketten-maria-skug100700.html?fbclid=IwAR33xNLugRer17gjnEABkzGNyVTlETaMJSzg4syv2u5bnMd0aR3C4o8YzsU
90183,91.141.3.33,https://www.glamira.at/glamira-initialen-anhanger-g.html?alloy=yellow-375&diamond=ruby
96459,138.21.148.250,https://www.glamira.com/glamira-ring-cadence.html?alloy=white-585&diamond=diamond-sapphire&stone2=diamond-sapphire
109726,70.29.225.229,https://www.glamira.ca/charming-infinite-8-mm.html?alloy=red-585&gclid=EAIaIQobChMIg-a08vfn6QIVUUNyCh3SkQFwEAEYASACEgKAk_D_BwE
90940,84.214.24.169,https://www.glamira.no/glamira-ring-bridal-rise-0.5crt.html?alloy=white-585&diamond=diamond-sapphire&gclid=EAIaIQobChMIn7HB2Pfn6QIVmMmyCh3sdQ0BEAQYASABEgJTX_D_BwE
84883,81.143.201.1,https://www.glamira.co.uk/glamira-diamonds-ring-madeleine-skug100165.html?alloy=white-375&diamond=diamond-Brillant&stone2=diamond-Brillant
98252,160.80.224.9,https://www.glamira.it/glamira-ring-agrippina.html?alloy=white-750&diamond=emerald&stone2=diamond-Brillant&stone3=diamond-Brillant
103324,173.252.87.14,https://www.glamira.co.uk/glamira-ring-zanyria.html?stone3=diamond-Brillant&fbclid=IwAR0Jrgo2uvG80ocwK_Gje8jj5hVB_J57XnSXQt7RtmhK4ch16eOi8ymKmd0
92405,31.13.115.117,https://www.glamira.de/glamira-earring-alessandra.html?utm_campaign=webconversion&fbclid=IwAR10HIRMLmsqx55-3Z5tRm9zgw_2N_IkeZTbCZuIYi5vhUiFcr7-TMTET84
103508,173.252.127.18,https://www.glamira.se/glamira-ring-vontasia.html?itm_source=recommendation&itm_medium=sorting&fbclid=IwAR0VB9w4XLeQ64DHJWkwWNkakIJw6mLFxjySItmbB8HqBHFmgm9wsEF5oIc
98357,31.0.41.5,https://www.glamira.pl/glamira-ring-dorotea.html?alloy=yellow-585&diamond=rose-quartz
89601,84.183.23.38,https://www.glamira.de/glamira-ring-magical-day.html?alloy=white-silber&diamond=sapphire
91046,99.231.18.190,https://www.glamira.ca/glamira-ring-abella-0.16-crt.html?alloy=red-585&diamond=diamond-Brillant&stone2=diamond-Swarovsky&itm_source=recommendation&itm_medium=sorting
80297,202.161.1.193,https://www.glamira.com.au/smart-ease-skup7011.html?alloy=white-silber&stone=diamond-Brillant&itm_source=recommendation&itm_medium=sorting
110020,173.252.127.111,https://www.glamira.com/glamira-ring-orina.html?fbclid=IwAR2uIqb2gDWKZMuYhHRekbY3Dvk1FaXyHtpm-a2cZVnJ9YHFHDF3A61ljbo
92397,173.252.127.12,https://www.glamira.de/glamira-ring-fleta.html?fbclid=IwAR0KkVRWsHmXvpbhW0lQOEnkTF5FlCuP8pPo1XiNsUSsbIhdv3wZyDTk63Y
104183,81.244.169.127,https://www.glamira.be/fr/glamira-ring-massima.html?stone2=diamond-sapphire&alloy=red_white-585&diamond=diamond-Swarovsky&gclid=CjwKCAjwt-L2BRA_EiwAacX32Y4zhalJf6oFVQ79wF5Iuhyl1Kb1t5R-J7BUlqH83zxOiKPv1S8rCRoCFyQQAvD_BwE
102065,173.252.87.20,https://www.glamira.co.uk/glamira-pendant-lamyra.html?fbclid=IwAR3XMm7UJbXNHbmRkZk6xkBaaq4BiPn8dSm092n-OtNJnkoeiGNRUc8ld5w
95760,69.171.251.21,https://www.glamira.be/heavenly-tender-5mm.html?stone=diamond-Brillant&fbclid=IwAR2YDCp0Mc4jTz2G8Gsrprd99ZvlU5A9ba6iGkLPv1lxfu5P1bi663goAA0&alloy=red_white-375
84792,69.171.251.15,https://www.glamira.com.au/glamira-diamonds-ring-hercules-skug100545.html?fbclid=IwAR3CmXrjxbTQtkuNfKMH1IlV1lVqiiSWcGYFh8l50Puo_P2Bnsp0hXa9BlI
99558,80.215.72.230,https://www.glamira.fr/glamira-men-earring-kmetov.html?alloy=white-585&diamond=diamond-sapphire
102504,192.143.184.154,https://www.glamira.co.za/glamira-ring-tamriel.html?alloy=red-585&diamond=bluediamond&stone2=diamond-Brillant
103352,173.252.127.2,https://www.glamira.fi/glamira-sormus-maharlika.html?fbclid=IwAR2hoUemJOx1oHjEXB9p3oZYGvF6QD_ib6ulyVB1MbQbMQA5b1Gk57VSHp8
103939,66.220.149.24,https://www.glamira.fr/glamira-pendant-mayzelle.html?fbclid=IwAR0fXZf14lMObcg3m2pps-9u2oHEkjTrBASkrm2KBEEUrUwtOyTp5R7Hdqc
110561,78.180.53.128,https://www.glamira.co.uk/glamira-ring-bona-2.0-crt.html?alloy=yellow-750&diamond=kunzite
84859,60.240.34.170,https://www.glamira.com.au/glamira-ring-daisy-skug100430.html?alloy=red-585&diamond=diamond-Brillant&synthetic=labdiamond&stone2=diamond-Brillant
96047,77.119.131.0,https://www.glamira.at/alluring-spring-4-mm.html?alloy=white-585&stone=diamond-Brillant
108732,31.13.115.117,https://www.glamira.bg/glamira-ring-aurkene.html?fbclid=IwAR0kBS3E4ZzSPXv8-wrOVaJDWkrbdolg79cwmk5FjgS81dlarnT7NMaGia0
80315,173.252.95.120,https://www.glamira.ca/smart-queen-skup7013.html?stone=diamond-Brillant&fbclid=IwAR3VnQHrU_TabIAUlX256jRbrh-I0_7dSug1DMPGvVtnZAqYVQLahaErFmg&alloy=white-375
99682,101.162.92.128,https://www.glamira.com.au/womens-ring-exotic-birth.html?alloy=red_white-585&stone=diamond-Zirconia
95560,24.133.169.84,https://www.glamira.com.co/catalog/product/view/id/95560?no_cache=1
92307,173.252.87.15,https://www.glamira.fr/glamira-ring-effie.html?fbclid=IwAR0TTR1J5fajEZE8syTDLAXCjmiqL1yxYyph6MzQXvBDrHC8F9SjWogJrVE
98154,202.161.1.193,https://www.glamira.com.au/unique-promise-4-mm.html?alloy=white-silber&stone=diamond-Zirconia&itm_source=recommendation&itm_medium=sorting
92735,77.241.128.114,https://www.glamira.dk/ringe-til-kvinder-classic-expression-2-mm.html?alloy=yellow-375&stone=diamond-Brillant
100982,173.252.127.2,https://www.glamira.ch/glamira-bracelet-andreya.html?alloy=yellow-750&fbclid=IwAR1LfVJs1cMjDn8DeQvQTzvEpnDZpD7A_kRdw8LFFkT4OmSO-6wowamdtp0
110381,84.50.168.41,https://www.glamira.ee/glamira-horoscope-pendant-taurus.html
84806,173.252.95.27,https://www.glamira.fr/glamira-diamant-bagues-rosalie-skug100615.html?fbclid=IwAR3DWP9GiMcI3Hi5cLZ7mMLG1LVdjkYH3GGpVaPqeibIpp0nA7bvtiZbbX8
93360,173.252.87.118,https://www.glamira.at/damenring-classic-flower-5-mm.html?fbclid=IwAR2mNdY_5IZnBL1OnrpX1e3FotXNN3XvECy961zOzn-QWQbX3piACrN75w0&alloy=yellow-585
98811,31.13.115.13,https://www.glamira.co.uk/charming-glow-5-mm.html?fbclid=IwAR0qMUDiKEd4H9KpbP0mOCZBCmX0noD7zeyX2udzM5i_UOnx_6sBfDTr8KI&alloy=white_yellow-585
92443,176.253.47.15,https://www.glamira.co.uk/glamira-earring-peyton.html?alloy=white-585&diamond=diamond-sapphire&gclid=CjwKCAjwt-L2BRA_EiwAacX32VZKZETAk7cAoyt66dIthTqvKi0Y8c3XxPXuEBT89yyfCZ-8oNA5CBoChisQAvD_BwE
96557,103.6.151.23,https://www.glamira.sg/men-s-ring-bright-love-5-mm.html?alloy=yellow-375
91056,86.126.55.80,https://www.glamira.co.uk/glamira-ring-alegra-0.5-crt.html?itm_source=recommendation&itm_medium=sorting
90657,173.252.127.19,https://www.glamira.fr/bagues-femmes-gracious-pride.html?utm_campaign=webconversion&fbclid=IwAR3m8EK6IaXcHKnCn939ABx91eOF68lYvp0UD1tugztsqz4sjyaE3lnBqkA&alloy=white_yellow-585
92389,178.79.7.248,https://www.glamira.rs/glamira-ring-aldea.html?alloy=white-585&diamond=amethyst&stone2=diamond-Swarovsky
102980,88.231.25.224,https://www.glamira.com.tr/glamira-nose-pin-florka.html?alloy=white-585&diamond=diamond-Brillant
84871,173.252.127.25,https://www.glamira.co.nz/glamira-diamonds-ring-victoria-skug100110.html?fbclid=IwAR3iIu5XPMPtovQzvhQ3HDvYFtCX6u-8171e7yqFvpCkPIwJ7tM_axrVvto
104577,77.243.30.56,https://www.glamira.rs/glamira-men%27s-earring-donatien.html?alloy=white-platin&diamond=blackdiamond
104040,173.252.127.20,https://www.glamira.sk/glamira-earring-hanzila.html?fbclid=IwAR13zHKVfcgXxeIHyrPGjS3DgVTPxvAhzjaHH9j3FlifuUl9N_R9a9DBzTQ
97868,173.252.95.12,https://www.glamira.cz/glamira-ring-marinella.html?fbclid=IwAR0rdvQbvTcH3z_2gKnOfQD_gwp7jqK56HTenntkPz6onbwr6w33B5pEhCQ
85796,121.200.6.91,https://www.glamira.com.au/glamira-diamonds-ohrstecker-louisa-skug100735.html?alloy=white-585&diamond=diamond-sapphire&gclid=EAIaIQobChMIsKGy3_fn6QIVSA4rCh3xvQ1uEAQYASABEgIYu_D_BwE
110606,66.220.149.29,https://www.glamira.com.tr/glamira-ring-gilma.html?alloy=red-585&diamond=diamond-Brillant&stone2=diamond-Brillant&fbclid=IwAR29tZBnj5fwh6J_2GcIsWvydkc_IN_ujoa_6KpiZXl2sad38c7p2BZg4sY
92370,24.150.196.74,https://www.glamira.ca/glamira-ring-sadie.html?alloy=red-585&diamond=diamond-sapphire&stone2=diamond-sapphire&stone3=diamond-Swarovsky
110002,173.252.87.112,https://www.glamira.com/glamira-ring-aithen.html?stone3=diamond-sapphire&fbclid=IwAR0yDhVbNQPIULhDc6GqyG7v4taEFUQkdOrZC1B4v48AAkwaBzusEGqrSc8
101868,31.13.115.20,https://www.glamira.com.au/glamira-ring-jordana.html?fbclid=IwAR1Pp1xDuNgv5YrtIPGTla_znVoVQRp8RULRFuGqgSDxFQrIS7tyuY99ZmE
90742,90.182.176.158,https://www.glamira.cz/glamira-ring-gaby.html?stone2=diamond-sapphire&alloy=red_white-585&diamond=diamond-sapphire&keyword=&matchtype=&gclid=EAIaIQobChMIx7ma0vfn6QIVt4BQBh1VFwLgEAQYCyABEgI8KPD_BwE
99991,173.252.127.11,https://www.glamira.pt/glamira-ring-mabule.html?fbclid=IwAR0kUh9bdxoIlGSO7CciBuzO9qL1FHdWGmH17TEgNdy3TAulSwEHoXSo9tI
89436,193.165.96.229,https://www.glamira.cz/glamira-diamantove-prsten-patricia-skua28299-1z.html?alloy=white-585&diamond=garnet
93576,31.13.115.119,https://www.glamira.co.uk/mens-ring-classic-search.html?fbclid=IwAR3Cu7r207dV_24y6tHjSvEOF85n722avni7YG1T9ighblH1-A3PcODzJDs&alloy=white-375
99688,156.194.226.18,https://www.glamira.co.uk/men-s-ring-alluring-ground-6-mm.html?alloy=white-silber
90474,69.171.251.22,https://www.glamira.de/celtic-way.html?fbclid=IwAR2rROx7KI_XALh_d6Xr018ArbaEHmtET6QVOJwPwPG2MrH1lVABtU-aaSg&alloy=white_yellow-585
80272,79.155.246.54,https://www.glamira.es/brilliant-sunset-skuc2849.html?stone=none&alloy=yellow-375&gclid=CjwKCAjwt-L2BRA_EiwAacX32Sg2WMBPXfIWZ3fkmwNTp-IQFWMtPn1Pxb08YsfSKXX0rZqphqUV3RoC1EIQAvD_BwE
92325,173.252.127.120,https://www.glamira.com.au/glamira-ring-jemma-0.5-crt.html?fbclid=IwAR1jSOVTzjvbjJHRFg9O0nC0sNvZbzZX-WVlmaPzzdry0dVAklLK4PQfsn4
110559,78.180.53.128,https://www.glamira.co.uk/glamira-ring-berdina-0.5-crt.html?alloy=white-585&diamond=kunzite&stone2=diamond-Swarovsky&stone3=diamond-Brillant
110558,173.252.127.13,https://www.glamira.ch/glamira-ring-berangaria-1.0-crt.html?fbclid=IwAR0NUq8HunulKxvlN1Bk3IKvF0ufxe_1dr_WkoEA8l5pk1NbhYKngIwuP5A
98364,173.252.95.13,https://www.glamira.com.tr/glamira-ring-gandolfa.html?alloy=white-750&diamond=diamond-Brillant&fbclid=IwAR2i6Sj5yHlv8i6LncOFJdc-_-wu0TZz83AOZ_ctwKyoY2pGfhpvnsUrzpc
90186,91.141.3.33,https://www.glamira.at/glamira-initialen-anhanger-j.html
96592,145.236.27.24,https://www.glamira.hu/glamira-ring-simone.html?alloy=white-375&diamond=diamond-Brillant
96688,5.2.194.105,https://www.glamira.md/glamira-ring-zivot.html?alloy=yellow-750
92275,99.231.18.190,https://www.glamira.ca/glamira-ring-amay-0.2-crt.html?alloy=red-585&diamond=diamond-Brillant&stone2=diamond-Brillant&itm_source=recommendation&itm_medium=sorting
90393,173.252.95.25,https://www.glamira.cz/glamira-prsten-fausta.html?fbclid=IwAR3sZzQu1H8s6ix9-EXYAx907402DKjucZJaZA19UGMXds_a71hFXsHZTXE
104031,94.109.129.54,https://www.glamira.be/fr/glamira-ring-liviu.html?stone2=diamond-sapphire&alloy=yellow-375&diamond=ruby&gclid=CjwKCAjwt-L2BRA_EiwAacX32ceyKJsk9Hk0zyaf-29GfqBLtwhZrKuU2_kRthsV1sAirgSP3w4HQBoC4RAQAvD_BwE
98370,92.86.143.107,https://www.glamira.ro/glamira-bracelet-alama.html?alloy=yellow-375&diamond=sapphire&gclid=EAIaIQobChMIyfjwlvfn6QIVw4ayCh3kdgikEAQYASABEgJMY_D_BwE
99784,213.206.246.132,https://www.glamira.nl/glamira-bracelet-inari.html?alloy=red_white-585&diamond=diamond-sapphire
110562,78.180.53.128,https://www.glamira.co.uk/glamira-ring-bona-3.0-crt.html?alloy=yellow-750&diamond=kunzite
99638,185.189.140.179,https://www.glamira.de/mystic-winter.html?alloy=white_red-375
110524,31.13.127.118,https://www.glamira.pt/glamira-ring-lea.html?fbclid=IwAR0nQG2XEQSR7VTPbIS9xF8yOhmDB1CHcx0jcC2k14OaAMhwBYMqX3H61B4
110608,66.220.149.3,https://www.glamira.com.tr/glamira-ring-ronna.html?alloy=white-585&diamond=diamond-Brillant&stone2=diamond-Brillant&fbclid=IwAR0RV1PDNQmzDD7Y2t553RhSCWqk8rs54tFZmpfiqqR429CaFsahdQ4MxYI
101334,69.171.251.3,https://www.glamira.it/glamira-ring-telvis.html?fbclid=IwAR3cCM5U9heqw9u3lq2WR4lE17vnsvlMOGsWJMXRR78iWhItBIY_8T0So_I
95339,31.13.115.9,https://www.glamira.fr/bague-pour-hommes-heavenly-sparkle-5mm.html?itm_source=recommendation&itm_medium=sorting&fbclid=IwAR2zTdgEw8bOTXvT7Yg90nN-zYNzGvEBIqtrH_EJAqFIZHUHba162xE2vsU&alloy=white_yellow-375
110637,31.0.41.5,https://www.glamira.pl/glamira-ring-onella-0.5-crt.html?alloy=red_white-585&diamond=rose-quartz&stone2=diamond-Swarovsky
105081,46.114.38.144,https://www.glamira.de/herrenring-noble-shape-4-mm.html?alloy=white_red-585
110413,5.146.197.117,https://www.glamira.de/glamira-pendant-jaxton.html
109547,31.13.127.117,https://www.glamira.ro/glamira-earring-antwan.html?stone2=diamond-Brillant&alloy=red-585&diamond=topaz-Blue&utm_source=criteo&utm_medium=retargeting&utm_campaign=webconversion&fbclid=IwAR0JxfJYAfDC1FmrrN8kgGAcVuuJCt7x1D5c2MF50yzPX6TrND1nVtnGFY4
90717,173.252.95.2,https://www.glamira.co.nz/glamira-ring-venice.html?fbclid=IwAR2CuAC5M7zHAjlrA6HGTVJ60A6oi-qCa2QrZjG-YCagIlLIKA_L5Gs2Hdc
98246,31.13.127.1,https://www.glamira.sk/glamira-ring-titina.html?fbclid=IwAR0xjvEgP41iNt7TzHSkKkJxj_mHgoxo75C3YSyY22-RHr-VxHrDQdRHoFQ
93305,66.220.149.7,https://www.glamira.co.uk/classic-search-7mm.html?fbclid=IwAR13nc2QhGm9zUUiCZ3WqwVev5WsRnwoP3R8yiK-zr1uL-b6AzeIDXWINUY&alloy=yellow-585
97970,202.161.1.193,https://www.glamira.com.au/natural-sensation-4-mm.html?alloy=white-silber&stone=diamond-Zirconia&itm_source=recommendation&itm_medium=sorting
91771,123.126.68.123,https://www.glamira.com/glamira-ring-sarita-10-mm.html
